商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
タコ,普通,,Lunchタコライス,内税,59800,55.9,59800,55.9,46,43.4,0,0.0,10118,,
タコ,ご飯少なめ,,Lunchタコライス,内税,10400,9.7,10400,9.7,8,7.5,0,0.0,10118,,
タコ,ご飯大盛,,Lunchタコライス,内税,10150,9.5,10150,9.5,7,6.6,0,0.0,10118,,
☆,レモネードソーダ,,Lunchタコライス,内税,3600,3.4,3600,3.4,7,6.6,0,0.0,10815,,
タコ,全部大盛,,Lunchタコライス,内税,3200,3.0,3200,3.0,2,1.9,0,0.0,10118,,
☆,IC,,Lunchタコライス,内税,3000,2.8,3000,2.8,5,4.7,0,0.0,10813,,
☆,BC,,Lunchタコライス,内税,2400,2.2,2400,2.2,4,3.8,0,0.0,10813,,
☆,ICEラテ,,Lunchタコライス,内税,1650,1.5,1650,1.5,3,2.8,0,0.0,10813,,
☆,IAC,,Lunchタコライス,内税,1500,1.4,1500,1.4,3,2.8,0,0.0,10813,,
☆,HOTラテ,,Lunchタコライス,内税,1100,1.0,1100,1.0,2,1.9,0,0.0,10813,,
☆,ICEカフェモカ,,Lunchタコライス,内税,1100,1.0,1100,1.0,2,1.9,0,0.0,10813,,
☆,コーラ,,Lunchタコライス,内税,1000,0.9,1000,0.9,2,1.9,0,0.0,10815,,
☆,バナナジュース,,Lunchタコライス,内税,1000,0.9,1000,0.9,2,1.9,0,0.0,10815,,
☆,IGTO,,Lunchタコライス,内税,650,0.6,650,0.6,1,0.9,0,0.0,10814,,
☆,抹茶ラテ,,Lunchタコライス,内税,600,0.6,600,0.6,1,0.9,0,0.0,10814,,
☆,生ビール,,Lunchタコライス,内税,600,0.6,600,0.6,1,0.9,0,0.0,10836,,
☆,O,ホイップ無し,Lunchタコライス,内税,550,0.5,550,0.5,1,0.9,0,0.0,10813,,
☆,カプチーノ,シナモンあり,Lunchタコライス,内税,550,0.5,550,0.5,1,0.9,0,0.0,10813,,
☆,カプチーノ,シナモンなし,Lunchタコライス,内税,550,0.5,550,0.5,1,0.9,0,0.0,10813,,
☆,ICEキャラメルラテ,,Lunchタコライス,内税,550,0.5,550,0.5,1,0.9,0,0.0,10813,,
☆,HAC,,Lunchタコライス,内税,500,0.5,500,0.5,1,0.9,0,0.0,10813,,
☆,IEST,,Lunchタコライス,内税,500,0.5,500,0.5,1,0.9,0,0.0,10814,,
☆,IST,,Lunchタコライス,内税,500,0.5,500,0.5,1,0.9,0,0.0,10814,,
☆,ICEゆず茶,,Lunchタコライス,内税,500,0.5,500,0.5,1,0.9,0,0.0,10814,,
☆,ICEレモネード,,Lunchタコライス,内税,500,0.5,500,0.5,1,0.9,0,0.0,10815,,
☆,エスプレッソトニック,,Lunchタコライス,内税,500,0.5,500,0.5,1,0.9,0,0.0,10815,,
