商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
小倉トースト,,,Lunch小倉トースト,内税,9750,74.7,9750,74.7,13,68.4,0,0.0,10747,,
☆,BC,,Lunch小倉トースト,内税,600,4.6,600,4.6,1,5.3,0,0.0,10794,,
☆,O,　ホイップあり,Lunch小倉トースト,内税,550,4.2,550,4.2,1,5.3,0,0.0,10794,,
☆,HOT ラテ,,Lunch小倉トースト,内税,550,4.2,550,4.2,1,5.3,0,0.0,10794,,
☆,ICE ラテ,,Lunch小倉トースト,内税,550,4.2,550,4.2,1,5.3,0,0.0,10794,,
☆,ICEキャラメルラテ,,Lunch小倉トースト,内税,550,4.2,550,4.2,1,5.3,0,0.0,10794,,
☆,AC,,Lunch小倉トースト,内税,500,3.8,500,3.8,1,5.3,0,0.0,10794,,
