商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
クラム,バケット,ガーリック,Lunchクラムチャウダー,内税,29900,39.2,29900,39.2,23,30.3,0,0.0,10356,,
クラム,バケット,プレーン,Lunchクラムチャウダー,内税,18200,23.9,18200,23.9,14,18.4,0,0.0,10356,,
クラム,ご飯,,Lunchクラムチャウダー,内税,7800,10.2,7800,10.2,6,7.9,0,0.0,10356,,
☆,生ビール,,Lunchクラムチャウダー,内税,3000,3.9,3000,3.9,5,6.6,0,0.0,10837,,
☆,IC,,Lunchクラムチャウダー,内税,2400,3.1,2400,3.1,4,5.3,0,0.0,10816,,
☆,HOTラテ,,Lunchクラムチャウダー,内税,1650,2.2,1650,2.2,3,3.9,0,0.0,10816,,
クラム,スープのみ,,Lunchクラムチャウダー,内税,1500,2.0,1500,2.0,2,2.6,0,0.0,10356,,
クラム,バケット追加1本,プレーン,Lunchクラムチャウダー,内税,1450,1.9,1450,1.9,1,1.3,0,0.0,10356,,
クラム,ご飯少なめ,,Lunchクラムチャウダー,内税,1300,1.7,1300,1.7,1,1.3,0,0.0,10356,,
☆,O,ホイップあり,Lunchクラムチャウダー,内税,1100,1.4,1100,1.4,2,2.6,0,0.0,10816,,
☆,EST,,Lunchクラムチャウダー,内税,1000,1.3,1000,1.3,2,2.6,0,0.0,10817,,
☆,IEST,,Lunchクラムチャウダー,内税,1000,1.3,1000,1.3,2,2.6,0,0.0,10817,,
☆,Hチャイ,,Lunchクラムチャウダー,内税,600,0.8,600,0.8,1,1.3,0,0.0,10817,,
☆,抹茶ラテ,,Lunchクラムチャウダー,内税,600,0.8,600,0.8,1,1.3,0,0.0,10817,,
☆,白ワイン,,Lunchクラムチャウダー,内税,600,0.8,600,0.8,1,1.3,0,0.0,10837,,
☆,IO,,Lunchクラムチャウダー,内税,550,0.7,550,0.7,1,1.3,0,0.0,10816,,
☆,ICEラテ,,Lunchクラムチャウダー,内税,550,0.7,550,0.7,1,1.3,0,0.0,10816,,
☆,IAC,,Lunchクラムチャウダー,内税,500,0.7,500,0.7,1,1.3,0,0.0,10816,,
☆,コーラ,,Lunchクラムチャウダー,内税,500,0.7,500,0.7,1,1.3,0,0.0,10818,,
☆,りんごJ,,Lunchクラムチャウダー,内税,500,0.7,500,0.7,1,1.3,0,0.0,10818,,
☆,GA,,Lunchクラムチャウダー,内税,500,0.7,500,0.7,1,1.3,0,0.0,10818,,
☆,バナナジュース,,Lunchクラムチャウダー,内税,500,0.7,500,0.7,1,1.3,0,0.0,10818,,
☆,ICEレモネード,,Lunchクラムチャウダー,内税,500,0.7,500,0.7,1,1.3,0,0.0,10818,,
