商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
レモネードシナモントースト,,,Lunchレモネードシナモントースト,内税,16800,60.6,16800,60.6,21,51.2,0,0.0,10749,,
☆,BC,,Lunchレモネードシナモントースト,内税,2400,8.7,2400,8.7,4,9.8,0,0.0,10800,,
☆,ICE ラテ,,Lunchレモネードシナモントースト,内税,1100,4.0,1100,4.0,2,4.9,0,0.0,10800,,
☆,バナナジュース,,Lunchレモネードシナモントースト,内税,1000,3.6,1000,3.6,2,4.9,0,0.0,10799,,
☆,AC,,Lunchレモネードシナモントースト,内税,1000,3.6,1000,3.6,2,4.9,0,0.0,10800,,
☆,IC,,Lunchレモネードシナモントースト,内税,600,2.2,600,2.2,1,2.4,0,0.0,10800,,
☆,HOT抹茶ラテ,,Lunchレモネードシナモントースト,内税,600,2.2,600,2.2,1,2.4,0,0.0,10801,,
☆,生ビール,,Lunchレモネードシナモントースト,内税,600,2.2,600,2.2,1,2.4,0,0.0,10833,,
☆,IO,,Lunchレモネードシナモントースト,内税,550,2.0,550,2.0,1,2.4,0,0.0,10800,,
☆,HOT ラテ,,Lunchレモネードシナモントースト,内税,550,2.0,550,2.0,1,2.4,0,0.0,10800,,
☆,GA,,Lunchレモネードシナモントースト,内税,500,1.8,500,1.8,1,2.4,0,0.0,10799,,
☆,ミルク,,Lunchレモネードシナモントースト,内税,500,1.8,500,1.8,1,2.4,0,0.0,10799,,
☆,レモネードソーダ,,Lunchレモネードシナモントースト,内税,500,1.8,500,1.8,1,2.4,0,0.0,10799,,
☆,HOTゆず茶,,Lunchレモネードシナモントースト,内税,500,1.8,500,1.8,1,2.4,0,0.0,10799,,
☆,EST,,Lunchレモネードシナモントースト,内税,500,1.8,500,1.8,1,2.4,0,0.0,10801,,
