商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
タコ,普通,,Lunchタコライス,内税,140400,65.5,140400,65.5,108,60.7,0,0.0,10118,,
タコ,ご飯少なめ,,Lunchタコライス,内税,36400,17.0,36400,17.0,28,15.7,0,0.0,10118,,
タコ,ご飯大盛,,Lunchタコライス,内税,19500,9.1,19500,9.1,13,7.3,0,0.0,10118,,
☆,IAC,,Lunchタコライス,内税,2750,1.3,2750,1.3,5,2.8,0,0.0,10813,,
☆,HAC,,Lunchタコライス,内税,2200,1.0,2200,1.0,4,2.2,0,0.0,10813,,
☆,Iチャイ,,Lunchタコライス,内税,1950,0.9,1950,0.9,3,1.7,0,0.0,10814,,
☆,レモネードソーダ,,Lunchタコライス,内税,1800,0.8,1800,0.8,3,1.7,0,0.0,10815,,
タコ,全部大盛,,Lunchタコライス,内税,1700,0.8,1700,0.8,1,0.6,0,0.0,10118,,
☆,BC,,Lunchタコライス,内税,1200,0.6,1200,0.6,2,1.1,0,0.0,10813,,
☆,IC,,Lunchタコライス,内税,1200,0.6,1200,0.6,2,1.1,0,0.0,10813,,
☆,ICEキャラメルラテ,,Lunchタコライス,内税,650,0.3,650,0.3,1,0.6,0,0.0,10813,,
☆,HOTラテ,,Lunchタコライス,内税,600,0.3,600,0.3,1,0.6,0,0.0,10813,,
☆,ICEラテ,,Lunchタコライス,内税,600,0.3,600,0.3,1,0.6,0,0.0,10813,,
☆,カプチーノ,シナモンあり,Lunchタコライス,内税,600,0.3,600,0.3,1,0.6,0,0.0,10813,,
☆,バナナジュース,,Lunchタコライス,内税,600,0.3,600,0.3,1,0.6,0,0.0,10815,,
☆,ICEレモネード,,Lunchタコライス,内税,600,0.3,600,0.3,1,0.6,0,0.0,10815,,
☆,EST,,Lunchタコライス,内税,550,0.3,550,0.3,1,0.6,0,0.0,10814,,
☆,ST,,Lunchタコライス,内税,550,0.3,550,0.3,1,0.6,0,0.0,10814,,
☆,GA,,Lunchタコライス,内税,500,0.2,500,0.2,1,0.6,0,0.0,10815,,
