商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
タコハーフ,普通,,Lunchタコハーフ,内税,145600,74.0,145600,74.0,112,67.5,0,0.0,10120,,
タコハーフ,ご飯少なめ,,Lunchタコハーフ,内税,18200,9.3,18200,9.3,14,8.4,0,0.0,10120,,
タコハーフ,ご飯大盛,,Lunchタコハーフ,内税,7500,3.8,7500,3.8,5,3.0,0,0.0,10120,,
タコハーフ,全部大盛,,Lunchタコハーフ,内税,6800,3.5,6800,3.5,4,2.4,0,0.0,10120,,
☆,BC,,Lunchタコハーフ,内税,4200,2.1,4200,2.1,7,4.2,0,0.0,10819,,
☆,IC,,Lunchタコハーフ,内税,1800,0.9,1800,0.9,3,1.8,0,0.0,10819,,
☆,レモネードソーダ,,Lunchタコハーフ,内税,1800,0.9,1800,0.9,3,1.8,0,0.0,10821,,
☆,Hチャイ,,Lunchタコハーフ,内税,1300,0.7,1300,0.7,2,1.2,0,0.0,10820,,
☆,生ビール,,Lunchタコハーフ,内税,1300,0.7,1300,0.7,2,1.2,0,0.0,10838,,
☆,HOTラテ,,Lunchタコハーフ,内税,1200,0.6,1200,0.6,2,1.2,0,0.0,10819,,
☆,バナナジュース,,Lunchタコハーフ,内税,1200,0.6,1200,0.6,2,1.2,0,0.0,10821,,
☆,HOTキャラメルラテ,,Lunchタコハーフ,内税,650,0.3,650,0.3,1,0.6,0,0.0,10819,,
☆,HOTカフェモカ,,Lunchタコハーフ,内税,650,0.3,650,0.3,1,0.6,0,0.0,10819,,
☆,O,ホイップあり,Lunchタコハーフ,内税,600,0.3,600,0.3,1,0.6,0,0.0,10819,,
☆,ICEラテ,,Lunchタコハーフ,内税,600,0.3,600,0.3,1,0.6,0,0.0,10819,,
☆,カプチーノ,シナモンあり,Lunchタコハーフ,内税,600,0.3,600,0.3,1,0.6,0,0.0,10819,,
☆,IAC,,Lunchタコハーフ,内税,550,0.3,550,0.3,1,0.6,0,0.0,10819,,
☆,EST,,Lunchタコハーフ,内税,550,0.3,550,0.3,1,0.6,0,0.0,10820,,
☆,IEST,,Lunchタコハーフ,内税,550,0.3,550,0.3,1,0.6,0,0.0,10820,,
☆,コーラ,,Lunchタコハーフ,内税,500,0.3,500,0.3,1,0.6,0,0.0,10821,,
☆,GA,,Lunchタコハーフ,内税,500,0.3,500,0.3,1,0.6,0,0.0,10821,,
