商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
バタートースト,,,Lunchバタートースト,内税,11000,55.8,11000,55.8,22,57.9,0,0.0,10748,,
☆,HOTキャラメルラテ,,Lunchバタートースト,内税,1650,8.4,1650,8.4,3,7.9,0,0.0,10797,,
☆,バナナジュース,,Lunchバタートースト,内税,1000,5.1,1000,5.1,2,5.3,0,0.0,10796,,
☆,BC,,Lunchバタートースト,内税,600,3.0,600,3.0,1,2.6,0,0.0,10797,,
☆,BC,,Lunchバタートースト,内税,600,3.0,600,3.0,1,2.6,0,0.0,10798,,
☆,IC,,Lunchバタートースト,内税,600,3.0,600,3.0,1,2.6,0,0.0,10798,,
☆,HOT抹茶ラテ,,Lunchバタートースト,内税,600,3.0,600,3.0,1,2.6,0,0.0,10798,,
☆,O,　ホイップあり,Lunchバタートースト,内税,550,2.8,550,2.8,1,2.6,0,0.0,10797,,
☆,HOT ラテ,,Lunchバタートースト,内税,550,2.8,550,2.8,1,2.6,0,0.0,10797,,
☆,ICE ラテ,,Lunchバタートースト,内税,550,2.8,550,2.8,1,2.6,0,0.0,10797,,
☆,りんごJ,,Lunchバタートースト,内税,500,2.5,500,2.5,1,2.6,0,0.0,10796,,
☆,IAC,,Lunchバタートースト,内税,500,2.5,500,2.5,1,2.6,0,0.0,10797,,
☆,ST,,Lunchバタートースト,内税,500,2.5,500,2.5,1,2.6,0,0.0,10798,,
☆,IST,,Lunchバタートースト,内税,500,2.5,500,2.5,1,2.6,0,0.0,10798,,
