商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
タコハーフ,普通,,Lunchタコハーフ,内税,94900,71.5,94900,71.5,73,61.9,0,0.0,10120,,
タコハーフ,全部大盛,,Lunchタコハーフ,内税,9600,7.2,9600,7.2,6,5.1,0,0.0,10120,,
タコハーフ,ご飯大盛,,Lunchタコハーフ,内税,7250,5.5,7250,5.5,5,4.2,0,0.0,10120,,
タコハーフ,ご飯少なめ,,Lunchタコハーフ,内税,3900,2.9,3900,2.9,3,2.5,0,0.0,10120,,
☆,IO,,Lunchタコハーフ,内税,1650,1.2,1650,1.2,3,2.5,0,0.0,10820,,
☆,HOTラテ,,Lunchタコハーフ,内税,1650,1.2,1650,1.2,3,2.5,0,0.0,10820,,
☆,コーラ,,Lunchタコハーフ,内税,1500,1.1,1500,1.1,3,2.5,0,0.0,10819,,
☆,BC,,Lunchタコハーフ,内税,1200,0.9,1200,0.9,2,1.7,0,0.0,10819,,
☆,BC,,Lunchタコハーフ,内税,1200,0.9,1200,0.9,2,1.7,0,0.0,10820,,
☆,HOTチャイ,,Lunchタコハーフ,内税,1200,0.9,1200,0.9,2,1.7,0,0.0,10821,,
☆,レモネードソーダ,,Lunchタコハーフ,内税,1000,0.8,1000,0.8,2,1.7,0,0.0,10819,,
☆,IEST,,Lunchタコハーフ,内税,1000,0.8,1000,0.8,2,1.7,0,0.0,10821,,
☆,Iチャイ,,Lunchタコハーフ,内税,600,0.5,600,0.5,1,0.8,0,0.0,10820,,
☆,ICEチャイ,,Lunchタコハーフ,内税,600,0.5,600,0.5,1,0.8,0,0.0,10821,,
☆,HOTロイヤル,,Lunchタコハーフ,内税,600,0.5,600,0.5,1,0.8,0,0.0,10821,,
☆,ICEロイヤル,,Lunchタコハーフ,内税,600,0.5,600,0.5,1,0.8,0,0.0,10821,,
☆,ICE抹茶ラテ,,Lunchタコハーフ,内税,600,0.5,600,0.5,1,0.8,0,0.0,10821,,
☆,生ビール,,Lunchタコハーフ,内税,600,0.5,600,0.5,1,0.8,0,0.0,10838,,
☆,HOTラテ,,Lunchタコハーフ,内税,550,0.4,550,0.4,1,0.8,0,0.0,10819,,
☆,ICEラテ,,Lunchタコハーフ,内税,550,0.4,550,0.4,1,0.8,0,0.0,10819,,
☆,ICEレモネード,,Lunchタコハーフ,内税,500,0.4,500,0.4,1,0.8,0,0.0,10819,,
☆,HOTゆず茶,,Lunchタコハーフ,内税,500,0.4,500,0.4,1,0.8,0,0.0,10819,,
☆,IAC,,Lunchタコハーフ,内税,500,0.4,500,0.4,1,0.8,0,0.0,10819,,
☆,EST,,Lunchタコハーフ,内税,500,0.4,500,0.4,1,0.8,0,0.0,10820,,
