商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
Iラテ,,,エスプレッソ,内税,84820,40.5,84820,40.5,123,38.0,0,0.0,10016,,
IO,,,エスプレッソ,内税,30400,14.5,30400,14.5,46,14.2,0,0.0,10022,,
ラテ,,,エスプレッソ,内税,27720,13.2,27720,13.2,42,13.0,0,0.0,10015,,
IAC ,,,エスプレッソ,内税,18560,8.9,18560,8.9,32,9.9,0,0.0,10345,,
Iキャララテ,,,エスプレッソ,内税,12730,6.1,12730,6.1,18,5.6,0,0.0,10020,,
Iカフェモカ,,,エスプレッソ,内税,7100,3.4,7100,3.4,10,3.1,0,0.0,10018,,
カプチ,,,エスプレッソ,内税,6800,3.2,6800,3.2,10,3.1,0,0.0,10014,,
O,,,エスプレッソ,内税,6300,3.0,6300,3.0,10,3.1,0,0.0,10021,,
AC ,,,エスプレッソ,内税,4240,2.0,4240,2.0,8,2.5,0,0.0,10013,,
カフェモカ,,,エスプレッソ,内税,2720,1.3,2720,1.3,4,1.2,0,0.0,10017,,
キャララテ,,,エスプレッソ,内税,2720,1.3,2720,1.3,4,1.2,0,0.0,10019,,
lデカフェラテ,,,エスプレッソ,内税,2190,1.0,2190,1.0,3,0.9,0,0.0,10277,,
ESP ,,,エスプレッソ,内税,860,0.4,860,0.4,2,0.6,0,0.0,10012,,
豆乳,,,エスプレッソ,内税,800,0.4,800,0.4,10,3.1,0,0.0,10498,,
デカフェラテ,,,エスプレッソ,内税,700,0.3,700,0.3,1,0.3,0,0.0,10276,,
ESP W,,,エスプレッソ,内税,630,0.3,630,0.3,1,0.3,0,0.0,10202,,
