商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
☆IC,食事と共,,ランチセット　コーヒー,内税,7200,50.0,7200,50.0,12,50.0,0,0.0,10329,,
☆BC,食事と共,,ランチセット　コーヒー,内税,4800,33.3,4800,33.3,8,33.3,0,0.0,10328,,
☆BC,食後,,ランチセット　コーヒー,内税,1800,12.5,1800,12.5,3,12.5,0,0.0,10328,,
☆IC,食後,,ランチセット　コーヒー,内税,600,4.2,600,4.2,1,4.2,0,0.0,10329,,
