商品名,販売商品数
Iラテ,128
ラテ,59
IO,42
IAC,43
AC,35
O,26
カプチ,18
キャラメルラテ,14
Iカフェモカ,10
キャラメルラテ,8
Iデカフェラテ,5
ESP_W,5
デカフェラテ,4
カフェモカ,4
豆乳,11
Iデカフェキャララテ,1
ESP,1
IET_ストレート,52
チャイ,44
GTO,40
Iゆず,32
抹茶ラテ,28
Iチャイ,26
I抹茶ラテ,26
ET_ストレート,26
IST_ストレート,17
ゆず,18
抹茶(お菓子付き),8
ST_ストレート,8
GT,5
RMT,1
レモソーダ,61
バナJ,40
Iレモネード,24
GA,18
りんごJ,13
ESPトニック,9
Iココア,7
ココア,5
レモネード,5
Iミルク,4
ミルク,2
IC,128
BC,117
マンデ,46
Iモカ,13
モカ,11
デカフェ,11
Iマンデ,9
Iダーク,8
ブラジル,8
Iデカフェ,7
ダーク,4
Iブラジル,2
