商品名,販売商品数
Iラテ,123
IO,46
ラテ,42
IAC,32
キャラメルラテ,18
Iカフェモカ,10
カプチ,10
O,10
AC,8
カフェモカ,4
キャラメルラテ,4
Iデカフェラテ,3
ESP,2
豆乳,10
デカフェラテ,1
ESP_W,1
IET_ストレート,61
GTO,34
I抹茶ラテ,30
Iチャイ,25
チャイ,26
抹茶ラテ,20
ET_ストレート,22
IST_ストレート,15
GT,15
Iゆず,14
ゆず,14
ST_ストレート,14
抹茶(お菓子付き),7
レモソーダ,72
バナJ,31
Iレモネード,28
ESPトニック,14
Iココア,12
GA,9
レモネード,7
りんごJ,5
ココア,3
Iミルク,2
ミルク,1
IC,136
BC,77
マンデ,32
Iダーク,14
Iモカ,12
ダーク,11
モカ,10
Iブラジル,8
デカフェ,9
Iデカフェ,7
Iマンデ,6
