商品名,販売商品数
IC,141
BC,77
マンデ,38
Iモカ,10
Iマンデ,9
Iダーク,9
ダーク,9
Iブラジル,8
Iデカフェ,8
モカ,7
デカフェ,6
ブラジル,3
drink,1
Iラテ,104
IAC,46
ラテ,40
IO,39
AC,27
キャラメルラテ,15
O,15
Iカフェモカ,11
キャラメルラテ,9
Iデカフェラテ,7
カプチ,7
カフェモカ,3
ESP_W,3
豆乳,17
ESP,3
IET_ストレート,48
Iチャイ,35
チャイ,34
I抹茶ラテ,31
ET_ストレート,31
GTO,24
Iゆず,24
抹茶ラテ,18
抹茶(お菓子付き),8
ゆず,10
IST_ストレート,9
ST_ストレート,9
GT,4
RMT,1
レモソーダ,73
Iレモネード,31
バナJ,26
りんごJ,20
GA,20
ESPトニック,14
Iココア,12
やまももソーダ,8
Iミルク,5
レモネード,2
ミルク,2
ココア,1
