商品名,種別1,種別2,カテゴリー,税区分,販売総売上,構成比%,粗利総額,構成比%,販売商品数,構成比%,返品商品数,構成比%,商品ID,商品コード,バーコード
☆BC,食事と共,,ランチセット　コーヒー,内税,4800,40.0,4800,40.0,8,40.0,0,0.0,10328,,
☆IC,食事と共,,ランチセット　コーヒー,内税,4200,35.0,4200,35.0,7,35.0,0,0.0,10329,,
☆BC,食後,,ランチセット　コーヒー,内税,3000,25.0,3000,25.0,5,25.0,0,0.0,10328,,
